wavelength_nm,chlorophyll-a,chlorophyll-b,fucoxanthin,prasinoxanthin
380.3,0.011962846,0.005140931,0.008149853,0.006950272
379.5,0.011921473,0.005142136,0.007883054,0.006653745
378.6,0.011912732,0.005218042,0.007621958,0.006483015
377.8,0.011843506,0.005282388,0.007451222,0.006250302
376.9,0.011796573,0.00529728,0.007168312,0.006014447
376.1,0.011704405,0.005298614,0.007062239,0.005863513
375.2,0.011563264,0.005328058,0.006774643,0.005685678
374.3,0.011514168,0.005388474,0.006600567,0.005426857
373.5,0.011379217,0.005521693,0.006386911,0.005298439
372.6,0.01119108,0.005470833,0.00621715,0.005070521
371.8,0.011009836,0.005539157,0.006038322,0.004964878
370.9,0.010771405,0.005536602,0.005818947,0.004728166
370.1,0.01058129,0.005609994,0.005660365,0.004530231
369.2,0.010463504,0.005693548,0.00548938,0.004398472
368.4,0.010173145,0.005787347,0.005349821,0.004207939
367.5,0.009959985,0.005869218,0.005150222,0.004108782
366.7,0.009690519,0.005896083,0.004938981,0.003980018
365.8,0.009518615,0.005961057,0.004850525,0.003814962
365.0,0.009381003,0.006105672,0.004665175,0.003683286
364.1,0.009141399,0.00613688,0.004471596,0.003553489
363.3,0.008911422,0.006250479,0.004336982,0.003364369
362.4,0.008771958,0.006223758,0.004338227,0.003267963
361.5,0.008556025,0.006343493,0.004114258,0.00318543
360.7,0.008433609,0.006347762,0.004023905,0.003065369
359.8,0.008285544,0.006345609,0.003811029,0.003017003
359.0,0.00806682,0.006335784,0.003736979,0.002966505
358.1,0.007978154,0.006486986,0.003685509,0.002780158
357.3,0.007893163,0.006496829,0.003581409,0.002723236
356.4,0.007704265,0.006497818,0.00350014,0.002537842
355.6,0.007604985,0.006591957,0.00344288,0.002516695
354.7,0.00740006,0.006634579,0.003241654,0.002464521
353.9,0.007369488,0.006651921,0.003203705,0.002311425
353.0,0.007138518,0.006635824,0.003212247,0.002523396
352.2,0.007070761,0.006660643,0.003064213,0.002390991
351.3,0.006895238,0.00665815,0.003076071,0.00233619
350.5,0.006770929,0.006779306,0.003049335,0.0023634
349.6,,,0.003043807,0.002406996
348.7,,,0.002962815,0.002274947
347.9,,,0.003062052,0.002372781
347.0,,,0.003026391,0.00245601
346.2,,,0.003025138,0.002435075
345.3,,,0.00310519,0.002552987
344.5,,,0.003061201,0.002529558
343.6,,,0.003111865,0.002509092
342.8,,,0.003185873,0.002586329
341.9,,,0.003205575,0.002743969
341.1,,,0.003174601,0.002832482
340.2,,,0.003325328,0.002749205
339.4,,,0.003375024,0.002859224
338.5,,,0.003450585,0.002859668
337.7,,,0.003441351,0.002838991
336.8,,,0.003488333,0.002977446
335.9,,,0.003449318,0.002829654
335.1,,,0.003580042,0.002916968
334.2,,,0.003628654,0.002931347
333.4,,,0.003735327,0.002753273
332.5,,,0.003610657,0.002845631
331.7,,,0.00354966,0.002645992
330.8,,,0.003642225,0.002668705
330.0,,,0.003602272,0.002583804
329.1,,,0.003499489,0.002572601
328.3,,,0.003427036,0.002506858
327.4,,,0.003402814,0.002271887
326.6,,,0.003210276,0.002328674
325.7,,,0.003236227,0.002192989
324.9,,,0.003208896,0.002183768
324.0,,,0.003123901,0.002170519
323.1,,,0.003055541,0.002062112
322.3,,,0.003098014,0.002206834
321.4,,,0.003091997,0.002202209
320.6,,,0.003041854,0.0021893
