wavelength_nm,chlorophyll-a,chlorophyll-b,fucoxanthin,prasinoxanthin
418.7,0.017285992,0.00670065,0.024665239,0.023456667
417.9,0.017272141,0.0063214,0.024321396,0.023033867
417.0,0.017318266,0.006078437,0.024035373,0.022770357
416.2,0.017368206,0.005793222,0.023667567,0.022373726
415.3,0.017476968,0.005443312,0.023121533,0.021835355
414.5,0.017586175,0.005105763,0.022611088,0.021329814
413.6,0.017690134,0.004837597,0.022190505,0.020920881
412.7,0.01775865,0.004662621,0.021711974,0.020342601
411.9,0.017806063,0.004528373,0.021225064,0.019919055
411.0,0.017754324,0.004342118,0.020796909,0.01948419
410.2,0.017691007,0.004191906,0.02034391,0.019076718
409.3,0.017556693,0.004065299,0.019859305,0.018599135
408.5,0.017454112,0.004016792,0.019387987,0.018128658
407.6,0.017220806,0.003898897,0.018974566,0.017704993
406.8,0.016922661,0.003785794,0.018563007,0.017266038
405.9,0.016606672,0.003712329,0.018203523,0.016803778
405.1,0.016293881,0.003608321,0.017731837,0.016392077
404.2,0.015920812,0.003543258,0.017331022,0.015991071
403.4,0.015448164,0.003445608,0.016930937,0.015598575
402.5,0.015092746,0.00343377,0.016581802,0.015250924
401.7,0.014684775,0.003384613,0.016166453,0.014849141
400.8,0.014253697,0.003302597,0.015793317,0.014424172
399.9,0.013780166,0.003217131,0.015425842,0.014108647
399.1,0.013434974,0.003213434,0.015077886,0.013761211
398.2,0.013065381,0.003173334,0.014714492,0.01334626
397.4,0.012773048,0.003154821,0.014365994,0.012942516
396.5,0.012441332,0.003132555,0.013991654,0.012684755
395.7,0.012285601,0.003135064,0.013713163,0.012341399
394.8,0.012085959,0.003106403,0.013310843,0.012006362
394.0,0.011963875,0.003175692,0.012934137,0.011634392
393.1,0.011874362,0.003232456,0.012694614,0.011322206
392.3,0.011828099,0.003319021,0.012297882,0.010983371
391.4,0.011781179,0.003358565,0.0119836,0.010669123
390.6,0.011759195,0.003507645,0.011648073,0.010379869
389.7,0.011794268,0.00363791,0.011332402,0.010065483
388.9,0.011843033,0.003809067,0.010972215,0.009713067
388.0,0.011881356,0.003979628,0.010666136,0.009439609
387.1,0.011886993,0.004099901,0.010407248,0.009131694
386.3,0.011953835,0.004254085,0.010115338,0.008804694
385.4,0.011935336,0.004451046,0.009866687,0.008573129
384.6,0.011966354,0.00454271,0.009616281,0.008334856
383.7,0.011964616,0.004645688,0.009315982,0.008097912
382.9,0.011998971,0.004870473,0.008954778,0.007768932
382.0,0.012049291,0.004994412,0.008661623,0.00746385
381.2,0.011982864,0.005034434,0.008425203,0.007133554
