Wavelength,Peridinin,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,19'-keto-hexanoyloxyfucoxanthin,Violaxanthin,19'-hexanoyloxyfucoxanthin,Astaxanthin,Diadinoxanthin,Dinoxanthin,Antheraxanthin,Alloxanthin,Myxoxanthophyll,Diatoxanthin,Zeaxanthin,Lutein,Canthaxanthin,Gyroxanthin diester,Echinenone,"B,e-carotene","B,B-carotene",Chlorophyll-a,Chlorophyll-b,DV chlorophyll-a,Chlorophyllide-a,Phaeophorbide-a,Phaeophytin-a,Chlorophyll C3,chlorophyll c2
444.3,0.025270686,0.036371583,0.035095957,0.043065762,0.035099286,0.036740846,0.053354595,0.035821482,0.035276467,0.058229027,0.046432519,0.052967409,0.051449205,0.0315475,0.05411881,0.048381024,0.055671141,0.033905797,0.054630026,0.044128716,0.05814387,0.050620588,0.005981735,0.016938677,0.023929706,0.011003873,0.001565855,0.001060891,0.059747326,0.087716961
445.2,0.02554618,0.036631275,0.035300513,0.0412132,0.035375164,0.03689795,0.052282011,0.036021867,0.035822604,0.058953023,0.045518286,0.053234391,0.052561194,0.032147245,0.055115824,0.049244403,0.05602261,0.034361266,0.054571524,0.044633452,0.058917011,0.051460799,0.0050773,0.01781002,0.022721783,0.009756019,0.001504098,0.001022499,0.062838974,0.087367246
446.0,0.02584283,0.036662727,0.035501757,0.039160906,0.035671204,0.037201151,0.050912728,0.036158538,0.036425114,0.059367251,0.044510664,0.053335607,0.053672249,0.032737636,0.056110396,0.050076792,0.056078113,0.034957,0.054457138,0.045142565,0.059576726,0.05245198,0.004207063,0.018878841,0.021369203,0.008716151,0.001474435,0.000997259,0.065904337,0.086918789
446.9,0.026178816,0.036707216,0.035663787,0.037063385,0.035914349,0.037158431,0.049472906,0.036121806,0.037038629,0.059547277,0.043038632,0.053272465,0.054761725,0.033203555,0.057083244,0.050916115,0.055878288,0.035413163,0.054057597,0.045618282,0.059953652,0.053310778,0.003473894,0.020204676,0.019774137,0.00767657,0.001380657,0.000967397,0.068779106,0.086056961
447.7,0.02654268,0.036612562,0.035784946,0.034845264,0.036154951,0.037300276,0.047494553,0.036098716,0.037653786,0.05937207,0.041223171,0.052967131,0.055857236,0.033606533,0.058102321,0.051642034,0.055374528,0.036030499,0.053433148,0.04616306,0.060150749,0.054267653,0.002790591,0.02166206,0.017937127,0.006878168,0.001378532,0.000939534,0.071755127,0.084937628
448.6,0.026805488,0.036468362,0.035844164,0.033177151,0.036370574,0.037168269,0.045696208,0.035935125,0.038199192,0.059061339,0.039480683,0.05248275,0.0567343,0.033800144,0.058744602,0.05209782,0.05488026,0.036562472,0.052727644,0.046512805,0.060054527,0.054919153,0.002315919,0.022997333,0.016263781,0.00617785,0.001333075,0.000929346,0.073813128,0.083429496
449.4,0.026944553,0.03633457,0.035883837,0.031950575,0.036465153,0.037142968,0.044461146,0.035831832,0.038557589,0.058574551,0.038132886,0.051987571,0.05716135,0.033939699,0.059050222,0.052400604,0.054265779,0.037059443,0.052214566,0.046813023,0.059888575,0.055399677,0.002077331,0.023907391,0.015101765,0.005841097,0.001327967,0.000907582,0.075034132,0.082067823
450.3,0.027209541,0.036193563,0.035833908,0.030986031,0.036595588,0.036936316,0.042948653,0.035648518,0.039042817,0.058088244,0.036654857,0.051288234,0.057743976,0.034021597,0.059402001,0.052616301,0.053571333,0.037330116,0.051347572,0.04708622,0.059533407,0.055808434,0.001705083,0.025206476,0.01384684,0.005304074,0.001295886,0.000889288,0.076042774,0.081056773
451.1,0.027402078,0.035952386,0.035839324,0.029959248,0.036649349,0.036863976,0.041157164,0.035397442,0.039558418,0.057176477,0.034986325,0.050460026,0.05816279,0.034040738,0.059726751,0.052803597,0.05257508,0.037827411,0.05043838,0.047376177,0.058943181,0.056346557,0.00146215,0.026557947,0.012351937,0.00483302,0.001290011,0.000874855,0.0768521,0.079506067
452.0,0.027611,0.035678319,0.035779554,0.02912168,0.036718338,0.036518049,0.039443977,0.03508362,0.040067568,0.056274124,0.033256621,0.049634961,0.058408159,0.034040749,0.059831842,0.052798815,0.051381153,0.03829457,0.049449958,0.047731316,0.058237523,0.056592582,0.00121084,0.027904599,0.010909833,0.004505382,0.001258648,0.000876154,0.077155214,0.077599349
452.9,0.027791078,0.035363277,0.035643402,0.02865541,0.036790717,0.036319373,0.037734428,0.034793553,0.040606379,0.055085493,0.031575462,0.048524851,0.05853653,0.033980734,0.059775687,0.05265626,0.05021074,0.038716051,0.048363867,0.047947564,0.057341165,0.05685982,0.001009395,0.029108781,0.009576619,0.004182603,0.001246411,0.000860428,0.077036886,0.075452313
453.7,0.028003407,0.03504114,0.035599128,0.02856397,0.036765867,0.03597616,0.036144723,0.034446896,0.041128448,0.053913283,0.030085936,0.047380873,0.058468333,0.033887445,0.05964332,0.052409226,0.048937602,0.039291845,0.047283322,0.048191618,0.056334357,0.056892015,0.000847413,0.030249999,0.008343694,0.003897799,0.001246537,0.00086906,0.076440667,0.073102951
454.6,0.028152055,0.034681388,0.035481999,0.028769221,0.036766608,0.035718752,0.034708455,0.034099435,0.041561055,0.052588244,0.028685845,0.046294191,0.058260677,0.033731958,0.059334211,0.052043503,0.047637421,0.039681024,0.046309339,0.04837916,0.055122392,0.05681234,0.000740691,0.031169124,0.007245243,0.003704198,0.001235716,0.000862391,0.075491165,0.070500389
455.4,0.028332994,0.034348589,0.035303677,0.029464436,0.03673737,0.035349209,0.033635277,0.0337226,0.042077249,0.05130033,0.027577791,0.045030716,0.057875317,0.033641211,0.058932646,0.051578684,0.046325948,0.040124328,0.045334807,0.048530253,0.053990651,0.056676115,0.000598234,0.031986847,0.006249578,0.003551666,0.001250692,0.000892013,0.074084941,0.067544681
456.3,0.028456544,0.034030301,0.035188263,0.03035584,0.036721107,0.035013384,0.032728388,0.03340771,0.04254452,0.049894337,0.026621696,0.043881435,0.057298116,0.033585816,0.058367852,0.051001131,0.045082607,0.040507897,0.04448485,0.048654454,0.052730548,0.056431049,0.000488499,0.032485132,0.005337298,0.003362571,0.001235556,0.000899253,0.07250713,0.064343339
457.1,0.028633883,0.033749072,0.035042899,0.031796475,0.036644826,0.034693271,0.03216794,0.033086645,0.043005774,0.04865873,0.026111291,0.042825925,0.056594515,0.033480774,0.057652769,0.050356609,0.043956396,0.040938703,0.043767077,0.048807526,0.05146747,0.056028764,0.000445756,0.03288926,0.00457011,0.003203594,0.001244129,0.000895139,0.070707937,0.060912397
458.0,0.028712693,0.033513494,0.034896774,0.033478092,0.036596775,0.034431043,0.031949986,0.032873018,0.043427783,0.047294205,0.025840131,0.041740309,0.055828629,0.033551123,0.056838608,0.049591881,0.042808581,0.041344516,0.043047308,0.048830693,0.050281154,0.05561094,0.000379747,0.03296321,0.003981117,0.003122935,0.001304803,0.000917773,0.068812555,0.057305102
458.8,0.028826561,0.033301973,0.034748334,0.035363286,0.036484394,0.034173781,0.032155946,0.032583913,0.043880281,0.046133206,0.025936258,0.040899859,0.054932726,0.033615758,0.05599397,0.04879118,0.041957527,0.041773655,0.042595538,0.048914032,0.049115611,0.055013699,0.000363128,0.032846738,0.003361765,0.002996308,0.001319615,0.000941226,0.06673392,0.05353499
459.7,0.028897375,0.033081856,0.034655965,0.037683288,0.036434891,0.033930549,0.032662427,0.032386139,0.044290671,0.045018222,0.026322302,0.040084443,0.0540003,0.033844465,0.055121797,0.047998262,0.041194514,0.042146154,0.042228851,0.048935472,0.048034468,0.05442691,0.000324309,0.032491731,0.002884672,0.00291657,0.001363609,0.00097879,0.064659806,0.049655462
460.5,0.029007286,0.033009405,0.034535096,0.039987691,0.036324789,0.033742356,0.033686455,0.032313754,0.044658724,0.044112103,0.02706754,0.039597762,0.052913941,0.034123867,0.054102806,0.047246997,0.040686012,0.042494299,0.042148525,0.049043177,0.047109497,0.053694768,0.000291241,0.031938254,0.002467216,0.002857745,0.001395753,0.000988018,0.06249008,0.045756778
461.4,0.029063185,0.032915849,0.034439534,0.042384293,0.036289873,0.033598549,0.035055971,0.032239211,0.045075024,0.043306936,0.02822695,0.039233043,0.051929181,0.034505361,0.053200294,0.046418777,0.040400073,0.042813848,0.042103313,0.048971909,0.046389413,0.053000478,0.00024937,0.031138806,0.002113557,0.002770524,0.001430339,0.001023463,0.060366612,0.04184291
462.2,0.029114531,0.032956357,0.034299035,0.044638316,0.036225124,0.033605167,0.03692929,0.032219972,0.045459174,0.042757082,0.029721816,0.038989638,0.050855491,0.035121501,0.052366117,0.045696296,0.04035751,0.043205378,0.04228069,0.049010408,0.045782711,0.052307943,0.000272607,0.030194524,0.001826988,0.002683306,0.00145524,0.001043704,0.058199725,0.037947628
463.1,0.029170307,0.032940574,0.034291454,0.046678708,0.036147008,0.033539251,0.038987732,0.032253842,0.045766173,0.042311028,0.031507422,0.039149398,0.049798581,0.03575306,0.051339545,0.045018468,0.04053696,0.043471464,0.04267487,0.048984707,0.045364068,0.051572188,0.000209657,0.029065432,0.001635979,0.002646934,0.001510077,0.001087633,0.05606087,0.034106502
463.9,0.029188572,0.033072203,0.034205389,0.048229004,0.036137821,0.033548234,0.041358687,0.032338307,0.046142382,0.042164233,0.033578561,0.039296815,0.048858087,0.036524518,0.050545819,0.044398729,0.040966777,0.0437777,0.043133757,0.048969145,0.045284565,0.050793249,0.00016168,0.027854828,0.00139393,0.002606675,0.001532542,0.001118598,0.053907854,0.030133153
464.8,0.029257654,0.033122447,0.034201821,0.049463308,0.036023772,0.033614738,0.043893211,0.03249655,0.04641159,0.042143855,0.035677507,0.039823486,0.047899425,0.037473434,0.04984294,0.043904834,0.041600377,0.04403293,0.0437796,0.048952928,0.045367878,0.050266804,0.000173878,0.026547516,0.001259229,0.002588288,0.001569989,0.001161669,0.05179914,0.026678901
465.7,0.029294637,0.033367372,0.034098154,0.050126205,0.036039604,0.033763725,0.046482616,0.032628779,0.046710109,0.04246225,0.037784774,0.04030527,0.047110078,0.038392963,0.049199888,0.043530259,0.042438414,0.044282947,0.044437182,0.048857619,0.045658591,0.04962718,0.000185059,0.025231397,0.001114792,0.002541934,0.001599178,0.001168437,0.049683638,0.023772773
466.5,0.029302942,0.033480865,0.034029952,0.050161147,0.035996453,0.033875459,0.048860335,0.032791547,0.046986876,0.042859894,0.039927748,0.041056733,0.046410349,0.039485828,0.048707914,0.043207998,0.043352021,0.044509892,0.045124546,0.048833349,0.046155405,0.049142084,0.000174433,0.023810888,0.00102216,0.002475501,0.001632692,0.001173857,0.04749035,0.021239415
467.4,0.029347319,0.033652806,0.034042533,0.049580708,0.035953759,0.034067601,0.051163658,0.032983384,0.047228453,0.043531724,0.041925637,0.041865997,0.045859964,0.040630065,0.048325427,0.043095745,0.044416997,0.044781307,0.045915162,0.048807412,0.04683747,0.048736994,0.000146291,0.022325496,0.000930514,0.002454297,0.001638441,0.001199489,0.045206736,0.018655225
468.2,0.02940352,0.033787657,0.033986502,0.048482623,0.035872492,0.034151065,0.053022608,0.03318831,0.047502226,0.044292272,0.043724734,0.042761888,0.045395759,0.041746326,0.048062063,0.043011177,0.045550196,0.044969635,0.046606202,0.048798997,0.047662999,0.048389137,0.000123352,0.020907177,0.000863222,0.002445623,0.001656065,0.001227112,0.042975543,0.016313248
469.1,0.029419419,0.033877165,0.033885009,0.046819356,0.035825723,0.03429305,0.054447847,0.033264123,0.047748506,0.045303947,0.045026234,0.043661442,0.045081705,0.042949605,0.047841452,0.04306283,0.046676633,0.045142356,0.047119178,0.048684995,0.048551416,0.048139983,0.000149044,0.019484826,0.000804327,0.002344742,0.001676795,0.001234701,0.040570387,0.01405981
469.9,0.029458829,0.033952822,0.03382429,0.044692269,0.035770235,0.03442256,0.055281571,0.033366896,0.047898044,0.046369771,0.04591206,0.044655637,0.044982912,0.044070483,0.047833634,0.04322703,0.047783342,0.045314258,0.047608127,0.048643674,0.049549543,0.048073187,0.000146009,0.01805471,0.000757443,0.002326422,0.001689475,0.001233164,0.038226532,0.012262234
470.8,0.029504768,0.034010192,0.033718547,0.042233002,0.035666813,0.034452667,0.055493662,0.033425904,0.048057274,0.04767179,0.04632832,0.045462458,0.044955544,0.045137673,0.04795628,0.043517526,0.048854018,0.045474813,0.047978806,0.048541145,0.050548569,0.04797633,0.000158558,0.016716582,0.000704896,0.002243395,0.001701709,0.001234059,0.035782647,0.010529757
471.6,0.029506485,0.033901272,0.033625337,0.039385149,0.035567006,0.034448087,0.054970771,0.033387293,0.048226707,0.048777497,0.046177069,0.046207252,0.045145926,0.046170588,0.048152944,0.043848395,0.049638771,0.04565656,0.048094422,0.04849396,0.051505573,0.048070964,0.000193066,0.015397272,0.000665987,0.002318038,0.001710184,0.001239775,0.033386701,0.009070469
472.5,0.029525782,0.033825338,0.033464864,0.036414705,0.035390272,0.034452545,0.053863713,0.033310975,0.048419125,0.050108808,0.045473438,0.046870432,0.045420418,0.047056804,0.04851534,0.044191674,0.050348174,0.0457645,0.0480187,0.048421161,0.052446893,0.048136555,0.000121317,0.014051294,0.000680942,0.00213511,0.001699141,0.001243709,0.030871487,0.007858988
473.3,0.02956568,0.033651619,0.033243805,0.033411704,0.035209858,0.034321243,0.05215861,0.033080936,0.048518995,0.051242834,0.044184779,0.047111267,0.04582646,0.047887492,0.048950676,0.044685641,0.050810242,0.045827655,0.047809964,0.048283669,0.053257011,0.048335883,0.000166577,0.012871532,0.000627552,0.002213084,0.001717813,0.001255447,0.028541525,0.006738608
474.2,0.029597376,0.033362388,0.033037923,0.030324092,0.035046544,0.034119314,0.049830189,0.032842377,0.048601194,0.052301601,0.042540698,0.04747111,0.046349016,0.048486431,0.049421388,0.045099496,0.05097877,0.045911282,0.047299942,0.048150817,0.053869198,0.048526287,0.000148838,0.011715151,0.000613988,0.0021646,0.001709534,0.001232656,0.026158086,0.005779824
475.0,0.029585936,0.03299101,0.03280743,0.027309516,0.034794498,0.033828032,0.04703309,0.032480771,0.048655187,0.053188167,0.040362132,0.047422549,0.046946573,0.04901495,0.049941345,0.045576895,0.050899749,0.046007358,0.046636559,0.04808847,0.054336195,0.048808765,0.000164333,0.010653984,0.000638457,0.002140832,0.001688658,0.001230675,0.023892886,0.005020359
475.9,0.029556655,0.032540972,0.032453397,0.024491168,0.034581634,0.033489495,0.043949707,0.03206609,0.048740444,0.05388856,0.038012171,0.047231659,0.047624051,0.04923644,0.050501057,0.045898385,0.050581358,0.046007023,0.045618787,0.04789478,0.05456258,0.049072816,0.000121877,0.009622506,0.000610199,0.002093326,0.001695653,0.001241092,0.021676718,0.004308432
476.7,0.02955307,0.032003765,0.032132289,0.021821261,0.034285903,0.032987789,0.040582403,0.031539764,0.048780622,0.054221651,0.035287276,0.046612539,0.048326203,0.049435918,0.051081343,0.046305825,0.049906816,0.046012969,0.044635755,0.047736427,0.054555846,0.04940133,0.000148549,0.008720945,0.000554164,0.002114822,0.001694718,0.001228882,0.019610918,0.003749314
477.6,0.029521998,0.031442674,0.031753801,0.019337502,0.033949702,0.032535885,0.037104993,0.030963509,0.048757815,0.05428973,0.032457722,0.045846444,0.049015216,0.049387019,0.051651845,0.046546118,0.048965883,0.046057606,0.043268911,0.047559136,0.054292753,0.049655148,0.000146828,0.007846059,0.000573956,0.002061773,0.00165396,0.001226367,0.017545361,0.003253494
478.5,0.029464233,0.030721254,0.031333325,0.016944839,0.033593023,0.031936684,0.033451517,0.030274492,0.048745874,0.053839122,0.029499951,0.044821179,0.049775606,0.04908138,0.052045201,0.04666577,0.047711223,0.046008714,0.041795361,0.047313591,0.053713087,0.049890848,0.000168254,0.007025498,0.000565435,0.002055131,0.001662132,0.001203171,0.015681539,0.002870559
479.3,0.029449484,0.029865623,0.030752067,0.014567497,0.033195363,0.031126065,0.029332259,0.029411177,0.048731339,0.05294547,0.026221612,0.043250723,0.050422323,0.048483724,0.052481526,0.046753485,0.045893991,0.04597506,0.03997787,0.046936457,0.052798622,0.050015815,0.00017543,0.00613943,0.000551987,0.002035347,0.001628503,0.001191689,0.013638243,0.002546938
480.2,0.029337366,0.029016212,0.030193438,0.012741126,0.032712969,0.030305114,0.025831772,0.028526744,0.048677751,0.051611943,0.023038637,0.041647823,0.050923309,0.047881767,0.052589905,0.046582611,0.044063649,0.045957008,0.038307044,0.046691644,0.051646555,0.050184841,0.000201505,0.005524412,0.000532157,0.00203101,0.001627011,0.001183209,0.011974741,0.002195217
481.0,0.029247311,0.028352186,0.029708565,0.011449075,0.032368067,0.029534989,0.023260316,0.027764419,0.04862188,0.050205928,0.020523051,0.040328411,0.05120367,0.047263406,0.052604022,0.046365685,0.042365652,0.045816397,0.0368511,0.046393689,0.050561032,0.050083137,0.000166303,0.005050951,0.000553265,0.002000242,0.001604969,0.001168515,0.010839369,0.001973261
481.9,0.029182598,0.027679056,0.029328221,0.010385155,0.03201284,0.029050438,0.021117741,0.027142261,0.04856407,0.048789042,0.018977365,0.038872362,0.051360441,0.046599156,0.052444139,0.046070814,0.040952756,0.045774209,0.035558842,0.046127225,0.049431209,0.050054316,0.000174103,0.00459666,0.0005233,0.002026174,0.001592092,0.00116146,0.009898993,0.001831219
482.7,0.029050007,0.026856477,0.028775503,0.009265239,0.031492961,0.028242638,0.018521425,0.026291878,0.048471741,0.04676582,0.016856779,0.037078183,0.051364838,0.045630052,0.052104914,0.045560299,0.038919341,0.04570745,0.033833883,0.045745901,0.047802935,0.049774837,0.00017583,0.00414338,0.000542001,0.002013613,0.001601597,0.001185466,0.008741026,0.001808148
483.6,0.028949968,0.026028738,0.02820191,0.008247645,0.031044575,0.027380437,0.016189068,0.025413317,0.048413875,0.044366108,0.014817434,0.035223903,0.051246531,0.044625934,0.051576944,0.044914898,0.036769125,0.045543017,0.032092706,0.045414985,0.046081537,0.049491642,0.000176151,0.003712226,0.000504625,0.001965776,0.001595649,0.001171364,0.007736462,0.001549757
484.4,0.028757748,0.025097236,0.027495214,0.007345707,0.030529737,0.026564855,0.014052078,0.024601577,0.048230573,0.041698963,0.012980678,0.033157256,0.050832409,0.043535845,0.050908543,0.044029551,0.034524399,0.045443349,0.030351999,0.044850528,0.044142963,0.04897031,0.000197348,0.003332829,0.000503344,0.001993539,0.001603938,0.001201776,0.006762217,0.001499369
485.3,0.02860984,0.024221513,0.026989771,0.006626116,0.029923849,0.025653383,0.012155786,0.023594694,0.048077632,0.038921975,0.011370971,0.031209095,0.050132021,0.042427202,0.049918443,0.043037646,0.032187023,0.045326863,0.028651169,0.04453162,0.042034876,0.048392941,0.000246966,0.003048523,0.000488291,0.0019979,0.00166348,0.001198157,0.006110156,0.001387737
486.1,0.028460426,0.023325224,0.026314204,0.005945144,0.029450936,0.024803635,0.010516566,0.022764018,0.047941693,0.03603609,0.009993233,0.029160706,0.049300724,0.041286006,0.048835883,0.041938778,0.030024954,0.045200138,0.027001322,0.043895929,0.039926696,0.047577696,0.000227031,0.002733735,0.000493838,0.002061846,0.001665811,0.001232221,0.005274071,0.001340731
487.0,0.028222517,0.022436939,0.02569628,0.005459779,0.028841844,0.023837868,0.009057269,0.02186192,0.047761315,0.033176881,0.008704578,0.027123201,0.048152723,0.040240285,0.047473891,0.040684269,0.027754595,0.044994418,0.025344693,0.04345327,0.037707305,0.046812027,0.000251892,0.002493233,0.000502227,0.002086669,0.001728362,0.001295167,0.004753836,0.001282358
487.8,0.028000918,0.021631426,0.025027208,0.004894364,0.028246383,0.022996775,0.007896065,0.020987617,0.047621638,0.030237901,0.007621965,0.02518493,0.046796935,0.039093793,0.046025126,0.039293502,0.025485832,0.044871617,0.023829087,0.042833176,0.035505548,0.045707054,0.000253412,0.002268612,0.000503545,0.00213139,0.001799878,0.001342401,0.004190957,0.001178251
488.7,0.027794431,0.020718509,0.024371917,0.004500032,0.027636284,0.022135685,0.006821705,0.020074669,0.047395125,0.027419432,0.006705412,0.023219134,0.045146621,0.038098681,0.044325959,0.037876874,0.023437043,0.044602279,0.022382824,0.042298767,0.033253759,0.044596008,0.00031319,0.002080746,0.000496378,0.002190935,0.001905657,0.001411039,0.003730319,0.001108119
489.5,0.027537488,0.019907118,0.023746233,0.004177048,0.027055303,0.021285451,0.005967375,0.019267868,0.047189331,0.024740269,0.005919436,0.021409464,0.043334025,0.037192691,0.042554303,0.036280175,0.02142711,0.044366947,0.020985937,0.041590325,0.031100692,0.043371034,0.000256375,0.00182672,0.000474613,0.002199542,0.002009679,0.001512155,0.003328412,0.001148647
490.4,0.027275232,0.019079623,0.023060386,0.003862414,0.026402956,0.02043107,0.005215192,0.018364116,0.046950105,0.022175131,0.005235097,0.019677473,0.041321586,0.036407099,0.040563579,0.034619381,0.019479565,0.044181891,0.0196391,0.041005739,0.028858698,0.042007126,0.000323534,0.001753023,0.000493804,0.002349919,0.002135625,0.00159245,0.002985844,0.001079183
491.3,0.026986892,0.01831209,0.022409102,0.003605754,0.025752588,0.019586694,0.0045261,0.01758947,0.046713392,0.019766381,0.004628168,0.018002764,0.039144145,0.035708056,0.038572398,0.032933471,0.017624594,0.043914375,0.018322956,0.040259391,0.026737632,0.040507806,0.000286687,0.001558351,0.000457983,0.002345526,0.002284467,0.001713367,0.002646859,0.001064395
492.1,0.026686044,0.017456492,0.021730296,0.003295556,0.025146717,0.01878054,0.004066473,0.016792171,0.046443365,0.017566289,0.004120371,0.016387436,0.036880974,0.035178514,0.036505961,0.031166041,0.015920933,0.043628677,0.017152931,0.039652479,0.024636333,0.038965912,0.000287773,0.001462992,0.00047529,0.002420812,0.002446514,0.00180993,0.002427262,0.001016194
493.0,0.026349128,0.016800668,0.02110713,0.003133268,0.02450049,0.018026667,0.00359416,0.016036662,0.046157101,0.015560902,0.003763005,0.014962374,0.034384577,0.034815877,0.034324108,0.029394678,0.014334464,0.043416552,0.015947563,0.038751415,0.022670358,0.037369498,0.000315645,0.001355214,0.000549102,0.00252354,0.002596442,0.001955558,0.002209979,0.001068969
493.8,0.026020425,0.016049557,0.020436489,0.002922857,0.02385894,0.017252821,0.003177338,0.015307839,0.045866608,0.013712576,0.003328219,0.013495985,0.031968847,0.034578481,0.032252811,0.027606335,0.012848619,0.043086622,0.014955739,0.037994636,0.020750608,0.035661805,0.00034732,0.001276656,0.000481846,0.002650681,0.002783196,0.002071171,0.002068564,0.001011028
494.7,0.025669317,0.01537574,0.019821503,0.002793962,0.023257942,0.016529806,0.002923033,0.014616998,0.045544226,0.012131167,0.003101334,0.012314925,0.029611584,0.034582661,0.030180975,0.025918097,0.011482606,0.042681346,0.013957352,0.037215592,0.018990292,0.03396098,0.000310686,0.001196506,0.000476062,0.002715449,0.00293929,0.002198373,0.001898167,0.00100581
495.5,0.025312398,0.014671718,0.019185581,0.002649373,0.022622316,0.015807422,0.002609686,0.013898529,0.045197673,0.01067832,0.002810843,0.011153391,0.0271037,0.034683493,0.027963087,0.024137414,0.01026823,0.042374271,0.013020877,0.036453733,0.017203436,0.032253695,0.00034212,0.001125397,0.000475855,0.002815081,0.003097633,0.002328611,0.001775606,0.000989725
496.4,0.024900528,0.014004491,0.018571815,0.002609602,0.021978538,0.01510698,0.002376463,0.013282494,0.044803387,0.009458678,0.002605559,0.01014712,0.024764099,0.034977564,0.025997009,0.022409067,0.00920576,0.041966049,0.012128523,0.035533598,0.01572059,0.030475548,0.000305423,0.001054115,0.000508818,0.002832338,0.003275265,0.002433108,0.001624257,0.00102073
497.2,0.024552691,0.013390693,0.017919032,0.002431512,0.021370832,0.01446868,0.002150023,0.012579998,0.044430161,0.008401768,0.002445702,0.009015421,0.022575336,0.035333686,0.023953941,0.020845804,0.008238886,0.041575671,0.011311581,0.034694229,0.014241547,0.028762748,0.000331148,0.001014295,0.000458573,0.002939315,0.003387476,0.00252954,0.001606303,0.001027203
498.1,0.024148929,0.012815035,0.017341614,0.00239865,0.020738364,0.013819939,0.001979056,0.01202631,0.044046353,0.007498116,0.002259129,0.008325491,0.020323274,0.035924363,0.022071791,0.019286801,0.007325241,0.041241928,0.01062563,0.033849468,0.012897408,0.027073886,0.000337518,0.000951869,0.000498407,0.003035982,0.003524253,0.002633207,0.001469382,0.001051372
498.9,0.023743905,0.012233323,0.016751629,0.002240355,0.020153673,0.013235623,0.001822293,0.011402636,0.04358923,0.00663986,0.002146438,0.007517233,0.018342981,0.036559204,0.020284386,0.017718237,0.006549605,0.040734285,0.009926473,0.033016266,0.011688941,0.025433151,0.000356269,0.000923786,0.000479614,0.003054881,0.003642991,0.00270895,0.001447016,0.001038903
499.8,0.023316609,0.011701978,0.016222252,0.00219672,0.019529301,0.012637712,0.001739826,0.010927134,0.043157233,0.005975509,0.00197174,0.00682958,0.016480632,0.037376134,0.018673665,0.016361954,0.005879378,0.040280145,0.00925825,0.032159387,0.010575491,0.02381749,0.000359742,0.000902587,0.000460426,0.003075222,0.003744347,0.002771559,0.001319828,0.001065037
500.6,0.022907806,0.01113449,0.015657496,0.002109166,0.018931996,0.012129398,0.001577179,0.010338927,0.042704029,0.005353251,0.001906767,0.006209881,0.014703816,0.038144505,0.016960401,0.015032551,0.005221946,0.03989183,0.008708208,0.03133785,0.009471062,0.022234808,0.000379981,0.000876547,0.000469113,0.003189511,0.003837687,0.002839979,0.001380802,0.001010906
501.5,0.022445323,0.01065122,0.015099498,0.00206817,0.01837979,0.011576453,0.001484709,0.009848778,0.042179569,0.004863715,0.001797548,0.005631096,0.013126647,0.039026623,0.015447028,0.013720921,0.004666685,0.039360665,0.008165742,0.030367205,0.008560788,0.020673896,0.000331715,0.000825513,0.000434369,0.003185496,0.003922768,0.002899626,0.001274117,0.001058504
502.3,0.021999476,0.010171621,0.014561641,0.001983029,0.017801014,0.011058764,0.001410963,0.009326076,0.041666383,0.004420829,0.001799039,0.005131369,0.011691355,0.039816409,0.014078747,0.012515053,0.004188795,0.038869885,0.007651289,0.029577805,0.007680555,0.019227869,0.000365603,0.000835923,0.000411002,0.003277489,0.00401068,0.002956132,0.001285788,0.001037849
503.2,0.021564412,0.009666192,0.014031535,0.00198382,0.017232059,0.0105414,0.001348451,0.008879596,0.04108505,0.004049052,0.001625119,0.004725384,0.010358426,0.040730759,0.012738793,0.011393736,0.003771562,0.038329624,0.007157842,0.028649986,0.006837344,0.017795956,0.000349753,0.00081195,0.000471327,0.00324835,0.004072798,0.002996088,0.001243162,0.001069835
504.1,0.021118672,0.0092761,0.013511001,0.001906914,0.016677331,0.010100683,0.001270013,0.008403358,0.040579119,0.003719256,0.001663759,0.004378905,0.009196161,0.041406811,0.011631946,0.010373717,0.0033933,0.037823353,0.0067551,0.027809926,0.006211736,0.016486564,0.000326673,0.000756055,0.000471018,0.003279904,0.004125162,0.003043935,0.001204125,0.001080994
504.9,0.020627378,0.008815036,0.013043832,0.001844835,0.016125203,0.009626819,0.0011961,0.008008209,0.039981107,0.003454512,0.001577914,0.004004243,0.008163759,0.042132437,0.010493271,0.009391668,0.003052279,0.037193453,0.006317984,0.026894064,0.005569339,0.015176043,0.000348602,0.000782559,0.000465717,0.003292431,0.004149073,0.00306146,0.001206612,0.001080092
505.8,0.020196672,0.008401984,0.012515511,0.001806337,0.015578766,0.009186655,0.001131524,0.007570096,0.039313426,0.00319789,0.001517059,0.003708794,0.007233523,0.042658045,0.009462662,0.008507251,0.002752104,0.036646771,0.005982048,0.026060433,0.004999629,0.013919155,0.000366084,0.000773691,0.000445354,0.003326494,0.004150546,0.003049823,0.00122495,0.001067296
506.6,0.019672089,0.00794115,0.012061125,0.001813634,0.015060215,0.008736293,0.00102821,0.007176357,0.038716526,0.002986018,0.001398572,0.003491231,0.00642694,0.043187189,0.008524112,0.007729941,0.002495537,0.035946364,0.005592777,0.025194986,0.004555884,0.012837343,0.000338945,0.000748454,0.000458509,0.003273956,0.004138606,0.003057974,0.001165769,0.001081702
